Fecha,Efectivo,Overpay,Monto Tarjeta Gral,Monto Tarjeta Per,Monto Tarjeta Bpd,Recargas,Recargas Error
05/07/2022,5006,570,3671,572,0,7451,0
05/07/2022,5285,341,3639,534,0,6165,0
05/07/2022,3537,1233,2097,263,0,4944,0
05/07/2022,5374,1329,5457,294,0,5632,0
05/07/2022,2385,1100,4279,842,0,3394,0
05/07/2022,2142,429,6381,656,0,4564,0
05/07/2022,3923,272,4831,389,0,4240,0
05/07/2022,6606,929,1919,423,0,4252,0
05/07/2022,7072,1003,3783,691,0,5193,0
05/07/2022,6629,315,2292,597,0,3594,0
05/07/2022,2989,1513,1561,638,0,4281,0
06/07/2022,5563,1332,6706,578,0,5779,0
06/07/2022,3004,1061,3455,397,0,4520,0
06/07/2022,5442,1150,1449,595,0,6140,0
06/07/2022,4572,401,5536,349,0,8501,0
06/07/2022,5635,1326,4347,766,0,6724,0
06/07/2022,5902,574,4447,505,0,4531,0
06/07/2022,3278,694,4983,844,0,3032,0
06/07/2022,6657,623,5064,573,0,3155,0
06/07/2022,4343,1267,4413,840,0,7235,0
06/07/2022,3365,343,2224,439,0,4632,0
06/07/2022,3130,503,2117,744,0,5377,0
06/07/2022,2579,1245,3115,478,0,3064,0
06/07/2022,6845,1659,2679,346,0,6517,0
06/07/2022,2813,333,7184,277,0,9611,0
06/07/2022,3936,522,5466,791,0,6634,0
06/07/2022,1801,350,1303,697,0,2782,0
06/07/2022,1760,1296,3960,408,0,3454,0
06/07/2022,7634,1190,7066,325,0,6758,0
06/07/2022,3459,694,4713,487,0,5645,0
06/07/2022,5379,1147,4452,489,0,6018,0
06/07/2022,3366,1078,4912,777,0,5734,0
06/07/2022,3927,781,4070,522,0,3072,0
06/07/2022,5188,302,2158,667,0,7167,0
06/07/2022,2544,1338,4911,667,0,5135,0
06/07/2022,4357,1374,1911,530,0,5613,0
06/07/2022,4435,741,1480,305,0,3903,0
06/07/2022,2922,234,2755,281,0,4491,0
07/07/2022,6954,1074,4455,737,0,8605,0
07/07/2022,5294,1336,4221,331,0,7447,0
07/07/2022,5685,902,1909,583,0,7843,0
07/07/2022,4559,1372,5455,793,0,3298,0
07/07/2022,5620,842,5311,344,0,5935,0
07/07/2022,3481,493,1751,784,0,9577,0
07/07/2022,3971,418,2379,601,0,5153,0
07/07/2022,4691,847,6466,636,0,7090,0
07/07/2022,7083,1476,1273,394,0,6148,0
07/07/2022,6784,511,3717,826,0,3378,0
07/07/2022,4566,691,5616,810,0,9677,0
07/07/2022,3717,1258,5166,516,0,6092,0
07/07/2022,1534,1011,1372,454,0,5698,0
07/07/2022,4844,652,5369,461,0,6585,0
07/07/2022,7079,205,6908,481,0,5073,0
07/07/2022,1358,1183,2182,362,0,4998,0
07/07/2022,2782,949,4990,452,0,6021,0
07/07/2022,1803,914,5242,726,0,3877,0
07/07/2022,1857,190,4067,651,0,2820,0
07/07/2022,1454,807,5190,858,0,6608,0
07/07/2022,3460,346,5509,722,0,4718,0
07/07/2022,3119,850,4944,503,0,8622,0
07/07/2022,4553,1098,2495,884,0,6348,0
07/07/2022,2719,391,1767,327,0,6195,0
07/07/2022,4577,1013,6074,349,0,6829,0
07/07/2022,6824,1551,2937,360,0,3630,0
07/07/2022,4272,372,4029,571,0,4079,0
08/07/2022,6185,856,2567,501,0,7937,0
08/07/2022,3511,335,4567,479,0,4638,0
08/07/2022,3875,758,3022,823,0,4473,0
08/07/2022,2118,338,3579,373,0,4177,0
08/07/2022,3003,767,2117,691,0,3928,0
08/07/2022,6564,1031,2262,808,0,7547,0
08/07/2022,2576,707,2161,528,0,5631,0
08/07/2022,2436,755,3328,668,0,8845,0
08/07/2022,5634,1448,4117,554,0,5842,0
08/07/2022,4811,313,2563,363,0,7967,0
08/07/2022,1591,471,3277,361,0,7525,0
08/07/2022,4400,356,1878,676,0,3299,0
08/07/2022,3305,1289,5094,558,0,6280,0
08/07/2022,3767,1649,2138,456,0,8602,0
08/07/2022,5428,461,2934,449,0,2862,0
08/07/2022,3848,1248,6842,412,0,7065,0
08/07/2022,5742,1170,5342,306,0,4603,0
08/07/2022,4147,536,2497,579,0,4080,0
08/07/2022,5687,190,3911,921,0,4561,0
08/07/2022,2902,1266,2501,723,0,6715,0
08/07/2022,3420,952,7012,359,0,4119,0
08/07/2022,4221,1393,4188,294,0,8055,0
08/07/2022,3647,1327,1797,794,0,6569,0
08/07/2022,8145,1020,4938,766,0,5297,0
08/07/2022,2303,460,3326,467,0,5419,0
08/07/2022,5338,1056,3326,527,0,3817,0
08/07/2022,3600,672,4966,705,0,4730,0
09/07/2022,3601,685,7341,468,0,6185,0
09/07/2022,2541,646,6308,530,0,4157,0
09/07/2022,3499,224,5222,587,0,5269,0
09/07/2022,3127,492,2985,569,0,6359,0
09/07/2022,2565,493,5235,529,0,3827,0
09/07/2022,4197,1337,5708,463,0,7884,0
09/07/2022,5543,1778,2121,897,0,2553,0
09/07/2022,5754,587,6809,518,0,8312,0
09/07/2022,4471,1189,2516,560,0,4162,0
09/07/2022,4229,1033,4587,617,0,3804,0
09/07/2022,6966,475,3357,353,0,5912,0
09/07/2022,4747,1418,5193,661,0,3999,0
09/07/2022,1407,233,4830,475,0,9578,0
09/07/2022,4275,424,4501,594,0,4615,0
09/07/2022,4818,868,6276,656,0,4650,0
09/07/2022,1655,994,3891,545,0,7043,0
09/07/2022,3230,653,4655,502,0,4918,0
09/07/2022,5468,556,4071,397,0,3763,0
09/07/2022,5111,459,2011,352,0,5314,0
09/07/2022,1380,454,4142,346,0,3677,0
09/07/2022,5654,398,1754,733,0,4387,0
09/07/2022,2215,664,3481,424,0,7350,0
09/07/2022,3711,215,1821,620,0,4527,0
09/07/2022,3871,1090,4289,481,0,7234,0
09/07/2022,3019,535,5781,420,0,6132,0
09/07/2022,4795,363,4233,261,0,4533,0
09/07/2022,5461,1286,1645,922,0,5568,0
10/07/2022,6007,385,3844,737,0,6524,0
10/07/2022,8285,1233,1889,395,0,6477,0
10/07/2022,6744,1213,3331,587,0,5844,0
10/07/2022,5335,301,1855,511,0,3958,0
10/07/2022,3271,822,6970,543,0,5051,0
10/07/2022,2474,1686,6988,558,0,5883,0
10/07/2022,4427,1001,4896,940,0,5203,0
10/07/2022,4530,1432,2019,469,0,5690,0
10/07/2022,2172,1455,1697,535,0,6349,0
10/07/2022,7218,1264,6459,572,0,6979,0
10/07/2022,4171,849,5657,246,0,7428,0
10/07/2022,3996,570,6062,585,0,6858,0
10/07/2022,3085,968,5230,894,0,9672,0
10/07/2022,1898,951,7006,555,0,5914,0
10/07/2022,1561,1110,2203,777,0,9652,0
10/07/2022,6458,744,2571,800,0,5031,0
10/07/2022,4780,268,3777,601,0,3071,0
10/07/2022,4525,479,2310,346,0,2725,0
10/07/2022,7415,1273,4444,419,0,5679,0
10/07/2022,5793,372,5352,272,0,8245,0
10/07/2022,2927,341,6130,619,0,7963,0
10/07/2022,5599,1088,2423,912,0,4567,0
10/07/2022,2755,459,1338,297,0,6985,0
10/07/2022,3768,1212,2012,380,0,6848,0
10/07/2022,1532,1380,7063,399,0,6642,0
10/07/2022,3936,351,6014,676,0,3996,0
10/07/2022,5273,388,2260,438,0,7078,0
11/07/2022,6522,644,5866,548,0,8670,0
11/07/2022,4414,788,2943,628,0,6422,0
11/07/2022,2202,1496,4862,432,0,5364,0
11/07/2022,4922,352,5361,355,0,4743,0
11/07/2022,7304,1192,5001,762,0,3430,0
11/07/2022,1838,1034,5366,763,0,4273,0
11/07/2022,5106,943,4147,583,0,5428,0
11/07/2022,5574,1618,3942,556,0,3609,0
11/07/2022,5145,824,6824,787,0,4124,0
11/07/2022,2257,1277,7496,571,0,4328,0
11/07/2022,2899,566,3918,960,0,8273,0
11/07/2022,5107,969,5545,427,0,4353,0
11/07/2022,4552,1127,6519,675,0,4667,0
11/07/2022,4273,426,2510,678,0,4145,0
11/07/2022,5243,542,1152,538,0,6411,0
11/07/2022,3238,957,1565,662,0,3805,0
11/07/2022,2266,516,6322,345,0,5389,0
11/07/2022,3237,336,3268,509,0,6578,0
11/07/2022,2430,837,2741,391,0,3636,0
11/07/2022,2000,1038,4448,539,0,6515,0
11/07/2022,3036,548,5726,524,0,3123,0
11/07/2022,2610,1379,2135,707,0,4388,0
11/07/2022,3558,787,1650,883,0,8456,0
11/07/2022,4366,1008,1546,857,0,5548,0
11/07/2022,6450,300,5154,782,0,6570,0
11/07/2022,3668,871,4914,671,0,6355,0
11/07/2022,5914,1121,4282,708,0,7147,0
12/07/2022,2002,1462,2740,427,0,6448,0
12/07/2022,2086,707,2579,308,0,4750,0
12/07/2022,3455,1029,4071,574,0,5831,0
12/07/2022,4532,508,2087,498,0,9695,0
12/07/2022,3859,538,8250,527,0,4835,0
12/07/2022,5061,1530,6682,911,0,5164,0
12/07/2022,2593,1223,6064,592,0,2819,0
12/07/2022,2114,1396,1575,603,0,5035,0
12/07/2022,2462,697,3575,679,0,9868,0
12/07/2022,2355,319,4976,713,0,3028,0
12/07/2022,6551,935,4144,411,0,3952,0
12/07/2022,2226,704,4533,540,0,2927,0
12/07/2022,1554,725,4976,744,0,4243,0
12/07/2022,4205,617,3929,448,0,2802,0
12/07/2022,4134,1312,5960,278,0,3801,0
12/07/2022,5159,392,6018,585,0,4026,0
12/07/2022,5110,1041,3019,702,0,3030,0
12/07/2022,2652,552,6397,275,0,8616,0
12/07/2022,5961,377,5268,325,0,5028,0
12/07/2022,1872,314,3138,757,0,6652,0
12/07/2022,1654,1359,2813,838,0,5596,0
12/07/2022,3859,562,3637,408,0,6388,0
12/07/2022,5632,287,7087,872,0,4407,0
12/07/2022,7134,999,2389,399,0,9187,0
12/07/2022,2478,568,6392,418,0,6682,0
12/07/2022,3732,267,5496,413,0,4909,0
12/07/2022,4342,1087,3795,600,0,6350,0
13/07/2022,6187,475,6239,720,0,6902,0
13/07/2022,1728,875,1809,381,0,4975,0
13/07/2022,6362,1159,2472,320,0,5762,0
13/07/2022,1984,979,4548,290,0,7540,0
13/07/2022,3674,884,3293,497,0,4399,0
13/07/2022,3802,1570,4345,588,0,3590,0
13/07/2022,3592,961,4909,533,0,3729,0
13/07/2022,5299,449,3249,598,0,3450,0
13/07/2022,1214,323,4675,427,0,3271,0
13/07/2022,1862,1104,5434,707,0,8663,0
13/07/2022,6976,564,3095,419,0,8308,0
13/07/2022,7251,1510,5942,474,0,6038,0
13/07/2022,6006,1202,3060,450,0,3700,0
13/07/2022,4463,1108,4262,427,0,6323,0
13/07/2022,2078,602,4419,321,0,7834,0
13/07/2022,6181,385,4882,729,0,3946,0
13/07/2022,5488,949,4592,437,0,3959,0
13/07/2022,6246,1308,5509,319,0,5508,0
13/07/2022,2146,345,5021,976,0,8679,0
13/07/2022,4365,786,5298,822,0,6569,0
13/07/2022,2032,487,6659,324,0,8858,0
13/07/2022,4442,1159,1951,546,0,5427,0
13/07/2022,3357,1135,4009,253,0,2852,0
13/07/2022,4554,1575,2244,845,0,4807,0
13/07/2022,3062,1429,2748,499,0,7909,0
13/07/2022,2877,557,4258,477,0,8241,0
13/07/2022,1924,365,4346,333,0,5627,0
14/07/2022,3806,986,6326,308,0,8060,0
14/07/2022,1865,698,4131,411,0,5718,0
14/07/2022,2033,335,3058,771,0,8020,0
14/07/2022,3630,843,5449,267,0,5842,0
14/07/2022,4646,966,1929,496,0,5537,0
14/07/2022,3201,1562,4440,287,0,6578,0
14/07/2022,7282,934,5405,327,0,4689,0
14/07/2022,1312,1094,2337,540,0,4801,0
14/07/2022,3672,1490,2954,353,0,3530,0
14/07/2022,6678,698,3545,602,0,8741,0
14/07/2022,4663,915,1661,739,0,5193,0
14/07/2022,2611,864,6700,917,0,7762,0
14/07/2022,2068,615,5252,250,0,7751,0
14/07/2022,2151,318,4360,735,0,5862,0
14/07/2022,8265,1350,5227,358,0,3578,0
14/07/2022,3192,937,4942,337,0,8346,0
14/07/2022,3957,210,5300,365,0,5202,0
14/07/2022,6662,1154,6661,660,0,4047,0
14/07/2022,2752,1511,3064,485,0,5529,0
14/07/2022,5877,1215,2988,396,0,5547,0
14/07/2022,6863,1077,6099,562,0,4680,0
14/07/2022,6474,345,2897,429,0,7219,0
14/07/2022,3575,1349,2960,640,0,5872,0
14/07/2022,1748,864,5698,771,0,5744,0
14/07/2022,6646,1103,5084,608,0,6083,0
14/07/2022,6714,989,4130,516,0,4135,0
14/07/2022,5404,409,1875,682,0,4292,0
15/07/2022,1429,1133,4161,346,0,6481,0
15/07/2022,1353,294,2551,684,0,8158,0
15/07/2022,4120,510,3181,303,0,5340,0
15/07/2022,5118,815,3220,722,0,5132,0
15/07/2022,6938,578,2059,643,0,8247,0
15/07/2022,4004,1487,2892,777,0,7463,0
15/07/2022,2914,215,6711,543,0,6851,0
15/07/2022,2702,520,5728,523,0,3208,0
15/07/2022,4422,424,3350,824,0,5099,0
15/07/2022,4712,968,1668,575,0,9136,0
15/07/2022,2980,722,2975,788,0,2507,0
15/07/2022,5229,319,6131,659,0,3830,0
15/07/2022,1752,1352,3618,427,0,5652,0
15/07/2022,4807,696,3714,852,0,5313,0
15/07/2022,5889,817,1601,663,0,8302,0
15/07/2022,2939,1283,4784,418,0,3495,0
15/07/2022,2192,630,4587,682,0,5884,0
15/07/2022,6159,1261,2444,569,0,4276,0
15/07/2022,2882,740,7374,330,0,8193,0
15/07/2022,1868,1073,1637,476,0,3416,0
15/07/2022,6094,1250,4329,383,0,6215,0
15/07/2022,3276,1151,4899,615,0,5222,0
15/07/2022,2201,245,3084,611,0,8413,0
15/07/2022,1950,603,6156,758,0,4481,0
15/07/2022,6529,277,2362,567,0,7064,0
15/07/2022,4125,485,7158,328,0,4910,0
15/07/2022,4866,1029,3199,445,0,7952,0
16/07/2022,5019,858,6532,464,0,3917,0
16/07/2022,4794,990,2704,683,0,2655,0
16/07/2022,4339,790,5829,455,0,3882,0
16/07/2022,4063,1565,2100,626,0,3162,0
16/07/2022,5704,1140,5647,271,0,6480,0
16/07/2022,3223,466,5441,439,0,3829,0
16/07/2022,4863,719,1681,335,0,6153,0
16/07/2022,4407,186,2258,719,0,8494,0
16/07/2022,7660,1458,3402,380,0,4475,0
16/07/2022,3294,1343,6063,698,0,4858,0
16/07/2022,4823,1005,2407,808,0,5136,0
16/07/2022,3895,905,4402,356,0,4485,0
16/07/2022,3452,1785,4483,583,0,7755,0
16/07/2022,1900,1472,5588,354,0,4342,0
16/07/2022,2478,606,2053,506,0,5356,0
16/07/2022,6859,1111,6252,312,0,4149,0
16/07/2022,6659,720,4126,834,0,4127,0
16/07/2022,3476,831,3236,571,0,3190,0
16/07/2022,6028,1126,6144,538,0,7313,0
16/07/2022,1920,1166,4779,618,0,5792,0
16/07/2022,4638,410,5654,424,0,5352,0
16/07/2022,7025,351,3394,617,0,3778,0
16/07/2022,1257,532,6824,790,0,6935,0
16/07/2022,2428,1317,2001,392,0,4755,0
16/07/2022,5466,1078,2744,848,0,6343,0
16/07/2022,4345,861,2231,611,0,4935,0
16/07/2022,2952,592,3126,581,0,6375,0
17/07/2022,2943,901,4508,470,0,4443,0
17/07/2022,1742,931,3782,904,0,4851,0
17/07/2022,1902,1729,3928,530,0,7032,0
17/07/2022,4705,837,5605,362,0,7731,0
17/07/2022,1857,1117,4723,963,0,6879,0
17/07/2022,2075,788,6501,687,0,4390,0
17/07/2022,2621,1154,4610,558,0,3518,0
17/07/2022,4581,1555,4510,551,0,4842,0
17/07/2022,4876,1126,4223,570,0,4444,0
17/07/2022,3805,844,5288,787,0,6990,0
17/07/2022,6535,1063,5094,511,0,7045,0
17/07/2022,5266,225,4820,387,0,4686,0
17/07/2022,6168,705,5624,584,0,4735,0
17/07/2022,2100,1182,6000,426,0,2774,0
17/07/2022,4356,1107,5206,803,0,5423,0
17/07/2022,4019,522,2782,999,0,3470,0
17/07/2022,5033,596,2705,593,0,5247,0
17/07/2022,7214,436,1855,338,0,5493,0
17/07/2022,4545,536,4813,399,0,7619,0
17/07/2022,7060,420,6612,285,0,3263,0
17/07/2022,2764,1210,5836,745,0,5756,0
17/07/2022,4564,942,6145,650,0,5881,0
17/07/2022,4244,841,3197,391,0,5350,0
17/07/2022,1437,1216,2242,527,0,6462,0
17/07/2022,2939,1545,6056,546,0,7683,0
17/07/2022,4491,1040,3716,276,0,8643,0
17/07/2022,2629,362,2860,349,0,7828,0
18/07/2022,2636,497,1656,641,0,5971,0
18/07/2022,2176,442,6222,577,0,5378,0
18/07/2022,4785,1098,4673,660,0,5361,0
18/07/2022,6776,1219,5793,494,0,8375,0
18/07/2022,3271,228,6521,667,0,6196,0
18/07/2022,4164,829,1459,410,0,4559,0
18/07/2022,3828,1172,3553,588,0,4808,0
18/07/2022,2792,298,3687,843,0,7328,0
18/07/2022,3510,663,5595,505,0,7475,0
18/07/2022,1868,716,2828,639,0,9388,0
18/07/2022,8079,938,5894,354,0,5171,0
18/07/2022,3021,549,2414,616,0,3376,0
18/07/2022,2773,1084,5179,556,0,6792,0
18/07/2022,4476,353,2304,653,0,7723,0
18/07/2022,4059,888,4267,710,0,8503,0
18/07/2022,8405,1308,1500,732,0,5784,0
18/07/2022,3238,660,3960,677,0,6660,0
18/07/2022,2169,1062,5989,851,0,5780,0
18/07/2022,4570,456,5325,784,0,4617,0
18/07/2022,7346,859,2723,435,0,8015,0
18/07/2022,5208,922,2047,572,0,3997,0
18/07/2022,5804,1101,6549,362,0,5001,0
18/07/2022,1855,1182,3644,318,0,8868,0
18/07/2022,7700,1146,1980,299,0,4833,0
18/07/2022,6055,1300,6887,804,0,9231,0
18/07/2022,3834,1417,2321,586,0,6657,0
18/07/2022,4108,670,4951,812,0,5339,0
19/07/2022,6085,1248,4606,393,0,6244,0
19/07/2022,5833,1063,3066,660,0,4598,0
19/07/2022,2016,1242,5968,664,0,4956,0
19/07/2022,3163,641,6134,464,0,7398,0
19/07/2022,2189,310,5631,715,0,6624,0
19/07/2022,4441,871,5295,416,0,8593,0
19/07/2022,6890,1114,7963,483,0,3663,0
19/07/2022,2769,1372,4441,318,0,3512,0
19/07/2022,6881,906,2255,421,0,6823,0
19/07/2022,4616,664,5394,748,0,4087,0
19/07/2022,3394,1347,5069,956,0,5910,0
19/07/2022,3440,1375,3441,591,0,3646,0
19/07/2022,2710,511,2032,624,0,3331,0
19/07/2022,6941,447,3295,463,0,2310,0
19/07/2022,7522,680,5603,628,0,5940,0
19/07/2022,7310,448,3661,787,0,5628,0
19/07/2022,7647,1384,5316,353,0,3543,0
19/07/2022,4734,1185,7094,855,0,4986,0
19/07/2022,2964,373,1981,311,0,8242,0
19/07/2022,2383,628,5853,334,0,5439,0
19/07/2022,4544,363,4405,377,0,8249,0
19/07/2022,2465,859,5793,406,0,8258,0
19/07/2022,2631,573,2368,744,0,3149,0
19/07/2022,3395,407,2232,682,0,6272,0
19/07/2022,4799,289,5429,353,0,7758,0
19/07/2022,3526,573,6267,373,0,3086,0
19/07/2022,7127,549,4062,736,0,7487,0
20/07/2022,1230,358,2116,436,0,4028,0
20/07/2022,5204,1539,4842,567,0,2910,0
20/07/2022,1929,1177,4871,764,0,6102,0
20/07/2022,4796,541,3849,506,0,7977,0
20/07/2022,3871,1186,2790,669,0,3742,0
20/07/2022,5935,857,4579,467,0,3929,0
20/07/2022,4562,936,2859,497,0,4004,0
20/07/2022,2089,372,7780,534,0,4443,0
20/07/2022,2082,279,3323,666,0,4136,0
20/07/2022,3244,623,3601,498,0,5235,0
20/07/2022,2643,1499,3683,760,0,4670,0
20/07/2022,2335,445,2721,538,0,5797,0
20/07/2022,4569,1406,6721,891,0,4789,0
20/07/2022,4634,572,5114,335,0,4302,0
20/07/2022,5526,523,1705,499,0,8593,0
20/07/2022,4885,1485,2378,497,0,3141,0
20/07/2022,3689,669,4868,304,0,4286,0
20/07/2022,1979,267,4395,579,0,9225,0
20/07/2022,1811,1272,3164,557,0,7312,0
20/07/2022,5428,618,1503,580,0,3871,0
20/07/2022,4008,647,2178,477,0,8779,0
20/07/2022,4020,264,1765,598,0,3010,0
20/07/2022,3549,634,4624,312,0,5270,0
20/07/2022,6727,1445,3851,709,0,2928,0
20/07/2022,5552,739,1843,439,0,4938,0
20/07/2022,5707,1169,2521,360,0,4686,0
20/07/2022,4076,854,2550,641,0,7386,0
21/07/2022,2608,640,1667,509,0,3077,0
21/07/2022,3476,1094,2799,665,0,7236,0
21/07/2022,2504,615,2510,562,0,4433,0
21/07/2022,5710,822,3361,496,0,8927,0
21/07/2022,1650,583,1977,328,0,8872,0
21/07/2022,4845,450,6941,582,0,5762,0
21/07/2022,2135,1147,3596,806,0,4521,0
21/07/2022,4872,624,4797,336,0,3772,0
21/07/2022,2271,447,2559,672,0,8994,0
21/07/2022,5522,1676,6978,890,0,8782,0
21/07/2022,2529,600,2625,392,0,6899,0
21/07/2022,4018,383,1379,441,0,5679,0
21/07/2022,1516,357,3621,643,0,4581,0
21/07/2022,3055,619,3570,334,0,5750,0
21/07/2022,4451,648,2652,401,0,3000,0
21/07/2022,4867,770,5870,718,0,3773,0
21/07/2022,2052,480,4748,424,0,4166,0
21/07/2022,5975,391,3242,697,0,5830,0
21/07/2022,5098,608,4012,498,0,4373,0
21/07/2022,3246,1151,2901,285,0,4364,0
21/07/2022,4599,648,3928,417,0,4676,0
21/07/2022,2062,390,5584,681,0,7382,0
21/07/2022,3655,1032,4203,572,0,4996,0
21/07/2022,5789,389,5314,388,0,8673,0
21/07/2022,3930,543,5400,705,0,7490,0
21/07/2022,3006,1410,2987,621,0,6079,0
21/07/2022,5272,1105,8088,541,0,3849,0
22/07/2022,7225,672,4078,372,0,3838,0
22/07/2022,4147,771,3147,812,0,6236,0
22/07/2022,2515,1006,4393,364,0,4164,0
22/07/2022,3889,1567,2922,723,0,3660,0
22/07/2022,2405,1019,1862,511,0,6711,0
22/07/2022,4254,620,5425,674,0,8525,0
22/07/2022,4065,937,4485,819,0,8031,0
22/07/2022,2049,374,7614,490,0,3096,0
22/07/2022,2306,583,2889,509,0,6363,0
22/07/2022,2245,726,4775,336,0,3750,0
22/07/2022,5066,1413,4178,772,0,8420,0
22/07/2022,4320,603,6186,687,0,3206,0
22/07/2022,4622,1180,4177,350,0,2446,0
22/07/2022,4844,1225,5661,333,0,5906,0
22/07/2022,1243,693,5836,897,0,9182,0
22/07/2022,5924,1429,4215,548,0,4964,0
22/07/2022,6445,1552,2130,485,0,3114,0
22/07/2022,4757,1121,3605,801,0,3610,0
22/07/2022,6155,525,3283,451,0,6298,0
22/07/2022,3947,213,2297,496,0,5969,0
22/07/2022,3516,1146,5510,618,0,6143,0
22/07/2022,4957,1043,5758,569,0,7241,0
22/07/2022,5294,906,1650,630,0,4157,0
22/07/2022,5113,300,7014,553,0,6084,0
22/07/2022,3960,1014,6565,596,0,2657,0
22/07/2022,2692,982,1789,689,0,4321,0
22/07/2022,4166,271,4735,600,0,6275,0
23/07/2022,2149,1116,1705,784,0,4927,0
23/07/2022,2418,1606,1838,327,0,5194,0
23/07/2022,7184,787,4133,600,0,3086,0
23/07/2022,6587,583,5081,604,0,3062,0
23/07/2022,3030,878,4919,354,0,5212,0
23/07/2022,3865,905,5990,379,0,4098,0
23/07/2022,4293,932,4839,293,0,3842,0
23/07/2022,3429,726,4321,699,0,5936,0
23/07/2022,5661,982,2912,479,0,3483,0
23/07/2022,2444,1681,3429,465,0,4183,0
23/07/2022,1973,279,2361,562,0,3889,0
23/07/2022,5277,1725,7008,457,0,3896,0
23/07/2022,4946,598,6575,380,0,6095,0
23/07/2022,3108,1687,3717,745,0,4993,0
23/07/2022,2990,489,3487,354,0,2614,0
23/07/2022,2284,1766,4901,589,0,4624,0
23/07/2022,2992,513,5076,526,0,5687,0
23/07/2022,5363,726,2860,337,0,8435,0
23/07/2022,1611,662,4083,617,0,5937,0
23/07/2022,3425,1772,3628,426,0,7203,0
23/07/2022,4842,1126,2364,462,0,6895,0
23/07/2022,3124,545,3755,630,0,3783,0
23/07/2022,1184,887,4922,531,0,6629,0
23/07/2022,6579,312,4903,703,0,5797,0
23/07/2022,3536,326,2788,360,0,3911,0
23/07/2022,2334,1329,5927,454,0,5253,0
23/07/2022,6449,855,2149,424,0,5725,0
24/07/2022,5869,575,3088,713,0,4448,0
24/07/2022,2418,258,3089,578,0,2913,0
24/07/2022,5177,624,1333,479,0,5432,0
24/07/2022,3660,646,2463,704,0,8184,0
24/07/2022,3168,581,1882,902,0,7758,0
24/07/2022,1773,523,4637,645,0,6848,0
24/07/2022,6305,721,8397,373,0,4968,0
24/07/2022,3875,1065,2656,741,0,4778,0
24/07/2022,4494,1419,2246,628,0,7805,0
24/07/2022,4207,1667,4307,812,0,5489,0
24/07/2022,2484,1245,2146,298,0,7012,0
24/07/2022,2357,1321,4904,820,0,7081,0
24/07/2022,2332,799,4201,478,0,6025,0
24/07/2022,4446,287,4660,600,0,9258,0
24/07/2022,2818,662,5095,570,0,7638,0
24/07/2022,2602,1380,5256,645,0,5749,0
24/07/2022,4330,355,3210,377,0,6193,0
24/07/2022,5211,852,3407,496,0,7080,0
24/07/2022,2886,607,7294,668,0,5047,0
24/07/2022,2202,633,5411,394,0,6974,0
24/07/2022,6967,1359,4967,512,0,9240,0
24/07/2022,1518,311,5905,592,0,5338,0
24/07/2022,3838,964,6300,724,0,4068,0
24/07/2022,1967,319,4210,581,0,4803,0
24/07/2022,3600,934,5371,572,0,6182,0
24/07/2022,6745,696,2954,814,0,6633,0
24/07/2022,2253,451,5619,593,0,7007,0
25/07/2022,3289,1503,4843,510,0,4273,0
25/07/2022,6477,1236,3507,410,0,4668,0
25/07/2022,3199,794,4521,508,0,3645,0
25/07/2022,3893,1353,6335,426,0,6468,0
25/07/2022,5172,292,6248,371,0,4212,0
25/07/2022,5184,750,6036,655,0,4125,0
25/07/2022,4568,930,2146,582,0,8113,0
25/07/2022,6012,506,1694,477,0,5301,0
25/07/2022,3224,912,6590,360,0,3149,0
25/07/2022,2716,294,3313,252,0,6432,0
25/07/2022,3312,1325,3594,833,0,5585,0
25/07/2022,2177,1065,4382,526,0,6516,0
25/07/2022,3335,1494,2538,393,0,5009,0
25/07/2022,2469,1284,1678,287,0,4741,0
25/07/2022,3815,334,5462,369,0,4041,0
25/07/2022,2993,1096,3175,740,0,6679,0
25/07/2022,3903,481,1578,615,0,9090,0
25/07/2022,5326,608,5087,273,0,4844,0
25/07/2022,3080,1717,2703,595,0,6128,0
25/07/2022,6072,218,2098,321,0,2841,0
25/07/2022,4413,800,3735,473,0,4020,0
25/07/2022,3057,604,4031,376,0,4978,0
25/07/2022,3852,1082,5404,405,0,5327,0
25/07/2022,4209,181,3324,315,0,3726,0
25/07/2022,2505,788,3976,257,0,7553,0
25/07/2022,6634,886,7515,406,0,3999,0
25/07/2022,1575,328,6829,733,0,6670,0
26/07/2022,2253,724,1872,398,0,5439,0
26/07/2022,5926,343,2771,786,0,6515,0
26/07/2022,6111,230,3611,628,0,3075,0
26/07/2022,1648,680,2213,390,0,4158,0
26/07/2022,2521,1392,7365,412,0,5064,0
26/07/2022,3917,673,2630,399,0,2827,0
26/07/2022,3822,746,1968,789,0,6469,0
26/07/2022,5125,282,2830,737,0,4506,0
26/07/2022,1592,1103,2312,909,0,3891,0
26/07/2022,4935,508,3886,416,0,8441,0
26/07/2022,4101,292,1545,583,0,3878,0
26/07/2022,2588,1259,3522,560,0,3902,0
26/07/2022,4023,1753,1691,613,0,5138,0
26/07/2022,2881,885,3287,418,0,8021,0
26/07/2022,7907,863,2961,643,0,2871,0
26/07/2022,5330,1419,3159,591,0,3236,0
26/07/2022,6108,447,4486,774,0,5052,0
26/07/2022,6666,1107,2319,701,0,4763,0
26/07/2022,1835,239,2243,295,0,5547,0
26/07/2022,2239,655,6715,534,0,3816,0
