Fecha,Efectivo,Tarifa Incompleta,Monto Tarjeta Gral,Monto Tarjeta Per,Monto Tarjeta Bpd,Recargas,Recargas Error
26/04/2022,8018,368,1289,1279,0,1346,0
27/04/2022,6729,471,1918,1804,0,1790,0
27/04/2022,6998,342,3268,2012,0,2414,0
27/04/2022,8713,433,3289,2457,0,1684,0
27/04/2022,5373,296,2008,2722,0,1894,0
27/04/2022,7075,418,3601,4024,0,1801,0
27/04/2022,4966,695,1663,3209,0,2562,0
27/04/2022,9019,385,2322,3010,0,2692,0
27/04/2022,9601,439,2508,3188,0,1565,0
27/04/2022,5478,483,1540,2063,0,2060,0
27/04/2022,5608,397,2733,1162,0,1219,0
27/04/2022,7289,681,2316,1073,0,2665,0
27/04/2022,10791,483,1610,2077,0,2030,0
27/04/2022,7801,415,1974,3671,0,2086,0
27/04/2022,8564,472,1747,2364,0,2004,0
27/04/2022,11250,278,2871,1655,0,2382,0
28/04/2022,9893,374,3585,2877,0,1427,0
28/04/2022,5233,539,1220,1457,0,2666,0
28/04/2022,8543,437,2677,3482,0,1084,0
28/04/2022,8514,557,1355,4621,0,1841,0
28/04/2022,10297,537,2096,4377,0,2963,0
28/04/2022,9045,377,1885,1141,0,2766,0
28/04/2022,10755,785,1505,2679,0,1757,0
28/04/2022,6548,509,3986,2458,0,1691,0
28/04/2022,8808,502,2624,2414,0,944,0
28/04/2022,7990,698,1043,3708,0,3671,0
28/04/2022,8363,447,1901,2536,0,2416,0
28/04/2022,8916,591,2964,1244,0,2337,0
28/04/2022,8444,399,1025,4081,0,786,0
28/04/2022,9770,324,2961,2863,0,782,0
28/04/2022,6026,668,1591,2960,0,1737,0
29/04/2022,8183,568,4302,1843,0,3268,0
29/04/2022,6054,385,1014,3755,0,1951,0
29/04/2022,7668,420,1799,3038,0,2742,0
29/04/2022,7446,664,3580,3064,0,1928,0
29/04/2022,8435,583,1219,2536,0,2927,0
29/04/2022,7526,510,2561,2799,0,1186,0
29/04/2022,10383,660,1267,3780,0,1915,0
29/04/2022,6338,268,3508,1322,0,2536,0
29/04/2022,9890,439,1478,1539,0,1729,0
29/04/2022,7035,467,1072,3695,0,2280,0
29/04/2022,4284,500,3121,3702,0,2494,0
29/04/2022,4845,332,1219,1351,0,1633,0
29/04/2022,4088,456,1526,2595,0,1428,0
29/04/2022,10159,415,2349,985,0,2175,0
29/04/2022,4882,357,2623,1217,0,2393,0
30/04/2022,6514,353,3768,1897,0,1944,0
30/04/2022,4527,422,4281,1678,0,1990,0
30/04/2022,4422,555,2065,1695,0,1294,0
30/04/2022,5317,533,2876,4446,0,1723,0
30/04/2022,8176,712,3762,2393,0,3447,0
30/04/2022,6589,488,4149,1295,0,3110,0
30/04/2022,5150,355,1945,1880,0,3004,0
30/04/2022,5466,498,2809,2386,0,1954,0
30/04/2022,6526,699,2771,1393,0,3443,0
30/04/2022,8461,619,3101,1931,0,846,0
30/04/2022,8059,505,1992,1017,0,2414,0
30/04/2022,8682,270,2163,3615,0,1413,0
30/04/2022,5359,586,805,2902,0,1989,0
30/04/2022,5726,505,2864,3608,0,1718,0
30/04/2022,8744,653,4028,2066,0,1257,0
16/05/2022,5210,498,1285,3822,0,1332,0
16/05/2022,8608,405,1737,3952,0,1570,0
16/05/2022,7614,437,1185,2987,0,1234,0
16/05/2022,7015,458,4331,3417,0,1514,0
16/05/2022,7455,494,1173,2590,0,2092,0
16/05/2022,10206,317,1456,1473,0,3171,0
16/05/2022,8065,681,3458,2471,0,3188,0
16/05/2022,11271,525,1115,2342,0,1661,0
16/05/2022,5791,589,3351,3075,0,2587,0
16/05/2022,6772,432,1697,1188,0,2138,0
16/05/2022,4592,586,2675,2976,0,1072,0
16/05/2022,8102,509,3445,1202,0,1536,0
16/05/2022,4791,488,1025,3079,0,1929,0
17/05/2022,8542,362,1357,1174,0,3085,0
17/05/2022,5599,383,1050,2851,0,1656,0
17/05/2022,7906,775,2851,3210,0,2219,0
17/05/2022,5457,265,1342,1316,0,2387,0
17/05/2022,6737,375,918,2107,0,1963,0
17/05/2022,7528,461,2220,1144,0,1937,0
17/05/2022,6290,598,1051,3218,0,1797,0
17/05/2022,6617,283,2685,1176,0,1468,0
17/05/2022,8375,307,2193,3848,0,2533,0
17/05/2022,7839,843,2073,2693,0,3072,0
17/05/2022,7083,538,2186,2238,0,1889,0
17/05/2022,8429,342,3057,3170,0,2053,0
17/05/2022,6217,577,1819,4660,0,1638,0
17/05/2022,6467,365,934,1424,0,1875,0
17/05/2022,6755,628,869,2291,0,3225,0
18/05/2022,8222,295,1678,2735,0,1022,0
18/05/2022,5735,567,2770,3397,0,1981,0
18/05/2022,11282,460,3789,2311,0,1359,0
18/05/2022,7785,807,3270,2293,0,1787,0
18/05/2022,7289,347,1832,2142,0,1113,0
18/05/2022,5947,378,1711,2473,0,2619,0
18/05/2022,5751,823,2773,2695,0,1331,0
18/05/2022,8603,551,1885,3093,0,1278,0
18/05/2022,10160,381,4527,2026,0,1691,0
18/05/2022,6290,613,1674,2657,0,1125,0
18/05/2022,5431,400,1194,4198,0,1303,0
18/05/2022,11347,505,3024,1985,0,1327,0
18/05/2022,8449,442,1978,2011,0,2185,0
18/05/2022,8098,440,1569,3449,0,2194,0
18/05/2022,9636,509,1301,2722,0,1254,0
19/05/2022,7581,549,4132,2882,0,3346,0
19/05/2022,6058,520,3607,2537,0,2115,0
19/05/2022,4206,325,2738,1149,0,2413,0
19/05/2022,9000,492,1082,1735,0,2371,0
19/05/2022,11414,820,3456,3683,0,1288,0
19/05/2022,9690,519,1780,1040,0,3558,0
19/05/2022,6826,352,2511,2822,0,2837,0
19/05/2022,7520,488,2087,1242,0,1181,0
19/05/2022,8731,579,2071,1781,0,2763,0
19/05/2022,5171,562,4554,3682,0,1404,0
19/05/2022,10883,407,2851,4361,0,1179,0
19/05/2022,5091,570,3564,3553,0,1602,0
19/05/2022,5295,781,3188,3278,0,1775,0
19/05/2022,5909,587,2071,2196,0,2437,0
19/05/2022,5917,630,3217,2202,0,1867,0
20/05/2022,6113,643,2000,4180,0,913,0
20/05/2022,4379,303,2077,2417,0,2424,0
20/05/2022,11416,608,2551,2445,0,1469,0
20/05/2022,7048,758,4638,1987,0,1442,0
20/05/2022,7782,407,3702,1055,0,2927,0
20/05/2022,5891,507,4452,2485,0,1943,0
20/05/2022,7268,550,1034,4902,0,2664,0
20/05/2022,11507,285,2592,1413,0,2772,0
20/05/2022,5732,849,2408,2006,0,999,0
20/05/2022,11359,650,2076,2236,0,2975,0
20/05/2022,5341,379,2307,2666,0,1393,0
20/05/2022,6382,547,1675,2973,0,2188,0
20/05/2022,7626,363,2216,2542,0,1620,0
20/05/2022,9835,349,3389,3122,0,2692,0
20/05/2022,7057,439,2155,3261,0,1660,0
21/05/2022,10467,760,3999,3522,0,2740,0
21/05/2022,8085,350,2121,4431,0,1545,0
21/05/2022,10814,506,1287,3512,0,1541,0
21/05/2022,6999,601,1374,1645,0,1251,0
21/05/2022,8036,581,1832,3086,0,1474,0
21/05/2022,6581,513,1798,3484,0,2573,0
21/05/2022,6485,377,3830,4111,0,1750,0
21/05/2022,10977,345,2834,2935,0,3642,0
21/05/2022,8843,626,1437,1387,0,1010,0
21/05/2022,4453,639,2506,2438,0,1484,0
21/05/2022,10174,615,3027,4430,0,1508,0
21/05/2022,9377,392,2387,2244,0,1798,0
21/05/2022,7161,412,1697,1994,0,1656,0
21/05/2022,9151,380,1631,1120,0,1247,0
21/05/2022,4580,644,2977,4070,0,2089,0
22/05/2022,7929,625,1618,3609,0,1246,0
22/05/2022,8039,437,2173,2746,0,2017,0
22/05/2022,7022,801,984,2102,0,2308,0
22/05/2022,5211,546,1941,2124,0,3041,0
22/05/2022,8838,506,3402,1363,0,2356,0
22/05/2022,8056,487,3540,1045,0,2814,0
22/05/2022,7322,544,3773,1109,0,1517,0
22/05/2022,9331,677,1843,1211,0,2516,0
22/05/2022,6985,640,1454,2587,0,3085,0
22/05/2022,4968,460,1814,1824,0,1581,0
22/05/2022,5243,615,3663,1758,0,1824,0
22/05/2022,7756,419,1792,3439,0,2505,0
22/05/2022,8151,654,2264,2335,0,2116,0
23/05/2022,6442,645,2185,2002,0,2077,0
23/05/2022,6999,293,2398,4036,0,2563,0
23/05/2022,8386,496,3153,2917,0,2233,0
23/05/2022,9588,716,1993,2373,0,2764,0
23/05/2022,5989,574,3507,3160,0,1274,0
23/05/2022,7804,633,2258,1713,0,3585,0
23/05/2022,5428,774,3450,1720,0,2704,0
23/05/2022,7123,420,1633,3675,0,2053,0
23/05/2022,8403,402,2687,2894,0,2155,0
23/05/2022,6591,448,4081,2593,0,1573,0
23/05/2022,7701,543,2304,2000,0,2444,0
23/05/2022,7395,409,2638,2359,0,2228,0
23/05/2022,5641,448,2485,1187,0,3448,0
23/05/2022,8291,495,2764,3953,0,3558,0
23/05/2022,6115,515,4595,3032,0,1480,0
24/05/2022,7352,849,890,3468,0,1097,0
24/05/2022,10728,750,2725,1805,0,1140,0
24/05/2022,10188,631,2254,2250,0,2386,0
24/05/2022,6756,370,1530,3074,0,2866,0
24/05/2022,9022,444,1797,1530,0,1794,0
24/05/2022,7347,246,1549,2866,0,2602,0
24/05/2022,6778,445,3108,3716,0,2813,0
24/05/2022,8091,430,1452,3272,0,1708,0
24/05/2022,6503,482,2639,1396,0,2474,0
24/05/2022,5581,528,2464,1981,0,2185,0
24/05/2022,10026,313,3120,1512,0,2386,0
24/05/2022,9145,408,2397,4094,0,1507,0
24/05/2022,5164,590,1333,3007,0,2105,0
24/05/2022,10507,571,1500,4621,0,1298,0
24/05/2022,5914,350,1493,1776,0,2044,0
25/05/2022,8377,457,2702,2593,0,2909,0
25/05/2022,7022,468,2503,3941,0,1623,0
25/05/2022,5216,339,4509,1437,0,2178,0
25/05/2022,8446,816,1713,4359,0,1297,0
25/05/2022,8762,704,2371,4235,0,2298,0
25/05/2022,9616,316,1242,4124,0,1636,0
25/05/2022,11031,311,1735,2192,0,1738,0
25/05/2022,8769,592,1563,3317,0,2002,0
25/05/2022,7180,568,3220,1861,0,940,0
25/05/2022,9837,288,804,1850,0,1103,0
25/05/2022,6886,480,2295,4363,0,1537,0
25/05/2022,5258,671,1912,2155,0,2688,0
25/05/2022,6420,391,1118,2484,0,2421,0
25/05/2022,8439,272,1437,2464,0,1766,0
26/05/2022,8901,578,2652,3104,0,2325,0
26/05/2022,4714,602,2149,2463,0,1566,0
26/05/2022,8333,557,2185,1980,0,2200,0
26/05/2022,8188,469,3447,3184,0,2378,0
26/05/2022,4566,593,2030,2112,0,1668,0
26/05/2022,4734,430,2992,1125,0,2957,0
26/05/2022,6374,709,4666,2158,0,3476,0
26/05/2022,8257,529,2247,3366,0,1478,0
26/05/2022,5006,465,2064,1677,0,1578,0
26/05/2022,6872,627,2002,2273,0,2605,0
26/05/2022,7268,289,3467,1772,0,2810,0
26/05/2022,7434,815,4313,4203,0,2386,0
26/05/2022,6848,722,4268,2993,0,1292,0
26/05/2022,8844,606,1361,3031,0,1080,0
26/05/2022,10561,257,3212,1052,0,2272,0
27/05/2022,9062,656,3716,1054,0,1333,0
27/05/2022,6091,342,1855,3706,0,1123,0
27/05/2022,6198,690,2691,3022,0,2957,0
27/05/2022,8325,677,2095,2338,0,2224,0
27/05/2022,8035,474,1861,3058,0,1964,0
27/05/2022,5479,408,3474,2066,0,2585,0
27/05/2022,8318,508,3234,2098,0,2529,0
27/05/2022,5356,692,3248,3908,0,1352,0
27/05/2022,6920,310,4793,1380,0,2276,0
27/05/2022,10346,634,2104,2443,0,2277,0
27/05/2022,7138,480,1613,1250,0,2123,0
27/05/2022,6368,443,2184,3488,0,984,0
27/05/2022,5588,455,2857,2170,0,2866,0
27/05/2022,9309,570,1139,3017,0,1999,0
27/05/2022,4282,608,4509,1985,0,1644,0
28/05/2022,6647,566,4054,2918,0,2186,0
28/05/2022,4825,434,2704,1774,0,1644,0
28/05/2022,6162,365,4004,2501,0,1053,0
28/05/2022,6116,554,4068,1961,0,1882,0
28/05/2022,8095,676,4002,1702,0,1174,0
28/05/2022,8193,574,2351,1287,0,1968,0
28/05/2022,7959,502,956,3057,0,1306,0
28/05/2022,6112,726,4301,3649,0,957,0
28/05/2022,7009,370,2095,1447,0,2812,0
28/05/2022,5435,261,2961,1333,0,1765,0
28/05/2022,7229,623,1071,1969,0,1179,0
28/05/2022,6301,548,906,2068,0,1986,0
28/05/2022,7976,399,3469,1788,0,2733,0
28/05/2022,6482,483,3508,3916,0,2954,0
28/05/2022,6944,451,2051,3572,0,2487,0
29/05/2022,10575,520,2762,3950,0,3162,0
29/05/2022,8739,430,3205,4625,0,1034,0
29/05/2022,5479,535,3043,2139,0,2961,0
29/05/2022,9053,434,944,1643,0,2497,0
29/05/2022,6147,534,2852,1318,0,1779,0
29/05/2022,7454,286,4299,2362,0,1731,0
29/05/2022,5591,374,2373,2438,0,1873,0
29/05/2022,5453,591,2404,3264,0,2410,0
29/05/2022,4973,469,2415,3330,0,2199,0
29/05/2022,7190,415,1812,1871,0,2566,0
29/05/2022,5868,608,1131,2282,0,1075,0
29/05/2022,7516,483,1663,1558,0,2570,0
29/05/2022,7085,409,2313,1725,0,1596,0
29/05/2022,6467,544,1942,2873,0,2486,0
29/05/2022,7070,504,3317,3917,0,2855,0
30/05/2022,8712,294,2912,948,0,1220,0
30/05/2022,5632,343,3339,2023,0,2726,0
30/05/2022,7579,537,2128,4307,0,1113,0
30/05/2022,5932,533,1992,2161,0,884,0
30/05/2022,10430,391,2517,2634,0,1131,0
30/05/2022,8953,581,1427,1797,0,1465,0
30/05/2022,6229,461,1312,4065,0,2254,0
30/05/2022,6496,402,1267,1204,0,2345,0
30/05/2022,6056,578,1852,2534,0,1047,0
30/05/2022,8982,411,1377,2814,0,2517,0
30/05/2022,8943,502,3194,4043,0,1702,0
30/05/2022,5498,462,1618,3602,0,1815,0
30/05/2022,8837,320,2821,2110,0,797,0
30/05/2022,5730,314,2964,2526,0,2415,0
30/05/2022,8504,458,2797,3418,0,2711,0
31/05/2022,7366,397,1391,3340,0,1848,0
31/05/2022,8132,254,1429,2627,0,2289,0
31/05/2022,7912,518,2777,3494,0,3267,0
31/05/2022,6408,506,1507,2620,0,2972,0
31/05/2022,7174,705,2672,3439,0,2151,0
31/05/2022,6836,377,1320,3225,0,1332,0
31/05/2022,8693,554,885,2257,0,1787,0
31/05/2022,6243,507,2271,2407,0,2449,0
31/05/2022,7777,309,2615,1361,0,1975,0
31/05/2022,8984,323,2081,1851,0,2593,0
31/05/2022,7424,525,986,3016,0,1708,0
31/05/2022,7454,533,3249,3376,0,1302,0
31/05/2022,6459,429,1814,1674,0,1612,0
31/05/2022,7144,343,3706,1711,0,2116,0
31/05/2022,10997,614,2479,1651,0,1845,0
01/06/2022,9251,753,904,2879,0,1872,0
01/06/2022,4906,460,2521,1892,0,1683,0
01/06/2022,7081,537,3124,1270,0,2554,0
01/06/2022,7543,464,1625,3128,0,1149,0
01/06/2022,7775,527,4223,3082,0,1829,0
01/06/2022,4879,371,1811,1368,0,1447,0
01/06/2022,6977,467,2900,2634,0,1753,0
01/06/2022,4405,446,880,1520,0,2062,0
01/06/2022,5769,401,1871,1434,0,1816,0
01/06/2022,9349,461,1236,2028,0,2453,0
01/06/2022,10692,736,1444,2545,0,2533,0
01/06/2022,4760,355,1248,3745,0,2597,0
01/06/2022,5712,360,1018,1526,0,2428,0
01/06/2022,5703,738,1950,2904,0,1563,0
01/06/2022,6548,710,2016,2634,0,1952,0
02/06/2022,5487,641,3401,2294,0,1829,0
02/06/2022,10871,343,1229,2430,0,2231,0
02/06/2022,6396,266,4093,2456,0,2504,0
02/06/2022,7813,580,1922,3172,0,2155,0
02/06/2022,7794,509,2157,1202,0,3243,0
02/06/2022,4290,715,2658,3782,0,1493,0
02/06/2022,6405,267,4557,1534,0,2097,0
02/06/2022,6922,526,1393,2785,0,2445,0
02/06/2022,6030,292,3087,2938,0,2690,0
02/06/2022,6987,397,3156,1340,0,1900,0
02/06/2022,5517,668,1750,1431,0,3358,0
02/06/2022,6600,390,2939,2515,0,2692,0
02/06/2022,5880,373,3504,3088,0,2803,0
02/06/2022,7166,715,1160,2926,0,3219,0
03/06/2022,8433,524,2515,984,0,1186,0
03/06/2022,7839,446,3511,2717,0,2644,0
03/06/2022,6910,347,2434,1798,0,2222,0
03/06/2022,5539,504,2013,2501,0,1328,0
03/06/2022,8892,455,1124,3510,0,2963,0
03/06/2022,9060,438,3390,2867,0,2175,0
03/06/2022,5780,409,3392,3761,0,1768,0
03/06/2022,6548,736,3007,2373,0,2683,0
03/06/2022,6370,440,1713,1907,0,1477,0
03/06/2022,4232,764,1239,1561,0,2591,0
03/06/2022,8401,602,4768,3049,0,2478,0
03/06/2022,10612,624,3023,3941,0,1660,0
03/06/2022,7811,473,3175,2565,0,3355,0
03/06/2022,7120,439,2770,986,0,2181,0
03/06/2022,6481,372,3656,969,0,2038,0
04/06/2022,8418,653,1822,1753,0,1354,0
04/06/2022,10576,811,3587,2948,0,3046,0
04/06/2022,5880,565,1325,4286,0,2202,0
04/06/2022,5972,513,1326,3164,0,1158,0
04/06/2022,12129,456,2305,2242,0,1991,0
04/06/2022,6433,819,3222,1076,0,2934,0
04/06/2022,7906,457,2568,1184,0,2943,0
04/06/2022,8531,662,3886,1289,0,1659,0
04/06/2022,5950,337,2044,2269,0,2134,0
04/06/2022,5024,343,1347,1655,0,1303,0
04/06/2022,7631,518,3941,2593,0,1576,0
04/06/2022,5550,353,3494,3203,0,1935,0
04/06/2022,5868,356,2072,1669,0,3376,0
04/06/2022,9891,438,1614,2321,0,2421,0
05/06/2022,9647,253,1969,3893,0,1606,0
05/06/2022,6560,562,1918,1371,0,1410,0
05/06/2022,7220,674,2143,1323,0,2645,0
05/06/2022,8721,378,1207,1450,0,1316,0
05/06/2022,6970,360,2747,1697,0,2364,0
05/06/2022,10355,407,1266,3338,0,2985,0
05/06/2022,7620,555,4362,1811,0,2320,0
05/06/2022,5167,543,1936,2037,0,1351,0
05/06/2022,6816,738,2612,1911,0,1881,0
05/06/2022,6535,374,2693,3870,0,1273,0
05/06/2022,6270,334,2012,3876,0,3182,0
05/06/2022,5269,525,2842,1753,0,2342,0
05/06/2022,10912,430,1656,3893,0,2133,0
05/06/2022,7315,352,2811,3367,0,2014,0
06/06/2022,5158,329,2677,906,0,1286,0
06/06/2022,8185,487,1702,2179,0,2064,0
06/06/2022,10991,412,2496,2136,0,2514,0
06/06/2022,6387,693,2125,2579,0,2543,0
06/06/2022,6954,399,3135,807,0,1614,0
06/06/2022,5317,498,2840,2929,0,2626,0
06/06/2022,11150,363,1781,1057,0,1516,0
06/06/2022,10043,426,3680,1151,0,2307,0
06/06/2022,7446,402,1533,1711,0,1771,0
06/06/2022,7641,547,2237,4117,0,2346,0
06/06/2022,10234,529,2569,2360,0,2413,0
06/06/2022,9884,314,1564,4844,0,1045,0
06/06/2022,6039,758,1942,3114,0,2866,0
06/06/2022,9788,757,3050,2472,0,1886,0
06/06/2022,8648,702,3974,2398,0,1967,0
07/06/2022,7932,732,2959,1354,0,2451,0
07/06/2022,8514,610,1729,4558,0,1280,0
07/06/2022,4952,731,2287,1470,0,2072,0
07/06/2022,8975,396,1925,2863,0,2977,0
07/06/2022,11074,379,2930,3671,0,1095,0
07/06/2022,6296,466,3310,1327,0,3318,0
07/06/2022,7956,605,906,2010,0,1957,0
07/06/2022,6444,521,2755,3388,0,2205,0
07/06/2022,7592,822,3172,2402,0,2778,0
07/06/2022,4131,649,2401,2130,0,1293,0
07/06/2022,7402,373,3254,1354,0,2392,0
07/06/2022,8637,535,2768,1848,0,2986,0
07/06/2022,6950,594,1984,3532,0,2645,0
07/06/2022,7553,527,3002,1393,0,2069,0
07/06/2022,8794,495,3934,2569,0,2025,0
08/06/2022,6547,692,2273,2286,0,1211,0
08/06/2022,5165,520,4531,1889,0,2323,0
08/06/2022,11125,389,2552,1220,0,2274,0
08/06/2022,7353,318,3418,2023,0,3074,0
08/06/2022,8747,357,1046,3155,0,3042,0
08/06/2022,8861,427,1582,1361,0,2268,0
08/06/2022,5755,321,2299,4198,0,2349,0
08/06/2022,6800,522,4094,3544,0,1512,0
08/06/2022,4145,560,1498,4238,0,2171,0
08/06/2022,7502,588,3583,2112,0,1407,0
08/06/2022,9835,487,2913,1851,0,2713,0
08/06/2022,5378,495,2273,4603,0,2575,0
08/06/2022,7816,447,1202,4576,0,2028,0
08/06/2022,7609,795,4308,1839,0,2188,0
08/06/2022,9826,735,3036,2273,0,1927,0
09/06/2022,8142,640,2341,2179,0,2692,0
09/06/2022,10370,313,1578,1878,0,2669,0
09/06/2022,8678,645,3176,4646,0,2843,0
09/06/2022,5025,701,2949,1275,0,2849,0
09/06/2022,8141,551,3464,2073,0,1203,0
09/06/2022,7600,611,1493,2125,0,2100,0
09/06/2022,8108,361,3205,4263,0,1249,0
09/06/2022,7331,585,3056,961,0,2101,0
09/06/2022,7702,641,2217,4078,0,1462,0
09/06/2022,6297,380,1016,1394,0,1898,0
09/06/2022,7012,485,2555,3910,0,1759,0
09/06/2022,9134,646,3757,2485,0,1666,0
09/06/2022,11292,692,1323,1655,0,1148,0
09/06/2022,9637,636,2703,1680,0,1185,0
09/06/2022,9319,368,970,3212,0,2221,0
10/06/2022,5289,254,3398,4873,0,1893,0
10/06/2022,4750,287,3006,1021,0,2844,0
10/06/2022,8055,765,3302,2562,0,2649,0
10/06/2022,10694,577,4115,1859,0,2500,0
10/06/2022,8760,235,3650,3720,0,2566,0
10/06/2022,10016,371,1913,1286,0,1073,0
10/06/2022,5953,677,3481,2806,0,2490,0
10/06/2022,6772,383,1628,1914,0,3122,0
10/06/2022,5093,458,1130,3346,0,2478,0
10/06/2022,7868,275,2048,1969,0,1288,0
10/06/2022,8219,614,2834,3594,0,1218,0
10/06/2022,7803,476,1045,2018,0,2716,0
10/06/2022,8160,485,1790,2748,0,1100,0
10/06/2022,6423,576,2733,2583,0,2556,0
10/06/2022,9775,530,3114,3163,0,2823,0
11/06/2022,4744,497,1791,3731,0,1640,0
11/06/2022,8487,346,2758,3539,0,2506,0
11/06/2022,7806,595,935,4187,0,1735,0
11/06/2022,6592,546,3142,2398,0,3567,0
11/06/2022,9937,624,2137,2669,0,1584,0
11/06/2022,7081,443,4051,1797,0,2386,0
11/06/2022,7845,408,1635,3666,0,2275,0
11/06/2022,9624,330,2918,2855,0,926,0
11/06/2022,10069,422,3056,2453,0,1312,0
11/06/2022,5089,584,2258,4771,0,1619,0
11/06/2022,8778,419,1036,851,0,2247,0
11/06/2022,10531,737,1593,1592,0,1287,0
11/06/2022,9343,403,1336,1477,0,1084,0
11/06/2022,6071,419,3763,2383,0,2577,0
11/06/2022,5383,471,3142,2250,0,2592,0
12/06/2022,4813,628,1325,924,0,2688,0
12/06/2022,6489,432,1755,3815,0,1665,0
12/06/2022,8258,483,1370,1270,0,2586,0
12/06/2022,8663,464,1688,1947,0,2211,0
12/06/2022,8132,490,1238,1027,0,1671,0
12/06/2022,4776,464,1142,3681,0,2852,0
12/06/2022,6557,323,2976,1631,0,2556,0
12/06/2022,9237,348,1346,947,0,3295,0
12/06/2022,7829,282,2022,1689,0,1629,0
12/06/2022,9249,294,2644,3694,0,2389,0
12/06/2022,5636,620,1433,1711,0,3578,0
12/06/2022,6053,389,3776,3230,0,1732,0
12/06/2022,8447,393,1998,2006,0,1744,0
12/06/2022,7607,262,3088,3776,0,1411,0
12/06/2022,5797,401,3815,949,0,1744,0
13/06/2022,7865,681,3359,2254,0,2220,0
13/06/2022,6634,684,2386,3394,0,3272,0
13/06/2022,4583,453,1573,4039,0,2748,0
13/06/2022,6657,517,3736,1683,0,1214,0
13/06/2022,5417,565,2933,1950,0,934,0
13/06/2022,4573,592,4518,3743,0,2548,0
13/06/2022,7675,672,1075,2870,0,2106,0
13/06/2022,8267,491,3354,1118,0,2057,0
13/06/2022,5439,411,2583,1841,0,2437,0
13/06/2022,9630,606,3589,2944,0,996,0
13/06/2022,5063,483,1481,2767,0,1324,0
13/06/2022,5125,617,1678,3866,0,2194,0
13/06/2022,7349,402,2585,3245,0,3291,0
13/06/2022,12329,713,901,3994,0,1588,0
13/06/2022,7324,355,2624,3053,0,2210,0
14/06/2022,9001,542,4018,3279,0,1070,0
14/06/2022,5811,546,2183,1550,0,1872,0
14/06/2022,8880,440,4210,2584,0,2566,0
14/06/2022,4475,525,2717,2622,0,1526,0
14/06/2022,8792,531,2418,3789,0,3443,0
14/06/2022,9078,705,2660,3865,0,1837,0
14/06/2022,8509,599,3123,2575,0,1303,0
14/06/2022,10140,675,3483,4690,0,1345,0
14/06/2022,6259,495,1039,1211,0,2399,0
14/06/2022,10917,716,2702,978,0,945,0
14/06/2022,8725,449,3157,1247,0,2530,0
14/06/2022,4419,601,2170,3168,0,2314,0
14/06/2022,5035,287,3051,4574,0,1897,0
14/06/2022,6476,648,4184,2733,0,2120,0
15/06/2022,7806,736,3362,4020,0,1534,0
15/06/2022,9249,582,2332,871,0,2200,0
15/06/2022,9808,726,3213,2691,0,1010,0
15/06/2022,9218,423,3251,1759,0,2958,0
15/06/2022,6793,308,3646,1424,0,2207,0
15/06/2022,6773,579,2993,1625,0,1417,0
15/06/2022,11630,361,2800,1570,0,1923,0
15/06/2022,9910,638,3429,4109,0,1424,0
15/06/2022,4879,832,4521,2365,0,2599,0
15/06/2022,6542,513,1881,1702,0,1199,0
15/06/2022,8183,631,1946,1521,0,1563,0
15/06/2022,5583,380,2335,1647,0,2012,0
15/06/2022,6795,429,1179,2971,0,2305,0
15/06/2022,9691,492,2491,4517,0,3149,0
15/06/2022,6427,567,1804,1741,0,1893,0
16/06/2022,7824,671,2792,2080,0,2356,0
16/06/2022,10644,469,1425,3506,0,2378,0
16/06/2022,5446,471,3129,1649,0,2116,0
16/06/2022,8020,371,1498,1752,0,863,0
16/06/2022,5444,325,1928,1748,0,2601,0
16/06/2022,5827,596,1144,3308,0,2183,0
16/06/2022,8373,665,4059,1168,0,1242,0
16/06/2022,6160,401,2375,2768,0,2118,0
16/06/2022,8406,336,3032,2619,0,3112,0
16/06/2022,10658,721,3841,2234,0,2035,0
16/06/2022,8626,566,1079,1353,0,1174,0
16/06/2022,9386,300,3465,944,0,1355,0
16/06/2022,6282,472,1430,3229,0,2044,0
16/06/2022,7634,366,3824,3136,0,3510,0
17/06/2022,10186,275,2161,2999,0,1201,0
17/06/2022,6244,404,1626,2735,0,2038,0
17/06/2022,8572,489,1622,1805,0,1937,0
17/06/2022,4575,424,1371,3763,0,1706,0
17/06/2022,8850,613,2601,2988,0,2347,0
17/06/2022,5286,396,3212,1741,0,2263,0
17/06/2022,8128,409,3723,4584,0,2295,0
17/06/2022,9840,396,1657,999,0,1352,0
17/06/2022,8522,613,3360,1504,0,3335,0
17/06/2022,7839,596,2986,3996,0,2644,0
17/06/2022,5391,628,2910,2401,0,1246,0
17/06/2022,7614,642,2410,3884,0,1086,0
17/06/2022,5579,501,2571,1032,0,1626,0
17/06/2022,6342,446,3410,2094,0,1441,0
17/06/2022,5915,440,2777,2977,0,1187,0
18/06/2022,6689,353,2148,4943,0,1103,0
18/06/2022,6288,770,4583,2945,0,1331,0
18/06/2022,6363,320,1218,2720,0,2208,0
18/06/2022,7240,597,3537,3740,0,1281,0
18/06/2022,7619,409,2670,1268,0,1112,0
18/06/2022,8202,568,3747,2138,0,1737,0
18/06/2022,9184,586,3879,1672,0,1300,0
18/06/2022,5763,336,3226,2600,0,2947,0
18/06/2022,6882,546,1270,1682,0,1278,0
18/06/2022,7652,351,974,2765,0,1685,0
18/06/2022,9490,790,3242,2203,0,3402,0
18/06/2022,7043,743,1992,3052,0,1292,0
18/06/2022,7924,603,2746,1724,0,1561,0
