Fecha,Efectivo,Tarifa Incompleta,Monto Tarjeta Gral,Monto Tarjeta Per,Monto Tarjeta Bpd,Recargas,Recargas Error
08/07/2022,6931,384,3745,1760,0,2640,0
08/07/2022,9106,681,3975,3404,0,1091,0
08/07/2022,8373,433,1229,2319,0,1671,0
08/07/2022,6467,666,1230,1193,0,1591,0
08/07/2022,5024,647,1712,3817,0,2169,0
08/07/2022,8310,505,1836,1711,0,2219,0
08/07/2022,5497,361,1117,2925,0,2321,0
08/07/2022,8489,388,3714,1695,0,2186,0
08/07/2022,7678,387,2049,2962,0,2032,0
08/07/2022,9864,392,3202,1843,0,2652,0
08/07/2022,9966,673,2863,2904,0,1214,0
09/07/2022,8678,462,1129,1183,0,2463,0
09/07/2022,6872,683,1021,2945,0,1166,0
09/07/2022,9665,646,2989,3507,0,1536,0
09/07/2022,7563,426,1400,3050,0,1694,0
09/07/2022,6868,595,1167,2311,0,2363,0
09/07/2022,6110,692,2736,1635,0,2558,0
09/07/2022,6714,558,1135,1200,0,2047,0
09/07/2022,7722,383,3147,2872,0,1448,0
09/07/2022,5841,513,1455,1198,0,2483,0
09/07/2022,6759,520,3429,1925,0,2814,0
09/07/2022,6573,472,1700,2023,0,2979,0
09/07/2022,5616,661,2123,2961,0,2594,0
09/07/2022,9823,510,3597,3415,0,2184,0
09/07/2022,8647,551,2556,1879,0,2978,0
10/07/2022,7049,582,1594,3581,0,1963,0
10/07/2022,7385,461,1612,2630,0,2643,0
10/07/2022,8326,673,1694,3113,0,2020,0
10/07/2022,9310,494,1861,3334,0,1745,0
10/07/2022,8702,335,1658,2625,0,1749,0
10/07/2022,9003,397,3800,1170,0,2277,0
10/07/2022,8281,524,2093,3463,0,2546,0
10/07/2022,8887,517,1878,2083,0,1474,0
10/07/2022,7255,557,2242,1313,0,2782,0
10/07/2022,7823,544,3679,3396,0,1459,0
10/07/2022,8881,513,3770,3497,0,1153,0
10/07/2022,9352,589,1871,2856,0,1795,0
10/07/2022,6038,316,2111,3072,0,1390,0
10/07/2022,9187,435,3174,3063,0,1770,0
11/07/2022,5307,513,3665,2472,0,2273,0
11/07/2022,9302,656,3560,1901,0,1096,0
11/07/2022,9121,683,1797,1754,0,1833,0
11/07/2022,5349,370,2203,3463,0,1247,0
11/07/2022,5790,630,2134,1936,0,2535,0
11/07/2022,8921,613,3466,3719,0,2661,0
11/07/2022,9733,309,3686,2457,0,2142,0
11/07/2022,5332,696,1564,2674,0,2085,0
11/07/2022,6592,667,1855,1179,0,1505,0
11/07/2022,9621,444,3400,1653,0,1442,0
11/07/2022,6973,674,2030,3129,0,1326,0
11/07/2022,9812,561,2965,2467,0,2279,0
11/07/2022,9636,673,2179,1178,0,1151,0
11/07/2022,5967,331,1704,1620,0,1856,0
12/07/2022,5179,358,1858,3067,0,1811,0
12/07/2022,9964,396,2704,1046,0,1901,0
12/07/2022,7905,395,2103,2034,0,2435,0
12/07/2022,5274,647,2698,3642,0,1404,0
12/07/2022,7164,547,1817,1290,0,1681,0
12/07/2022,9474,357,1127,1914,0,2573,0
12/07/2022,9935,393,3497,1089,0,1274,0
12/07/2022,7840,628,1399,2358,0,2363,0
12/07/2022,8288,506,1849,1486,0,2904,0
12/07/2022,9157,667,2784,2443,0,1604,0
12/07/2022,9615,466,2035,1846,0,2273,0
12/07/2022,5018,463,2885,1326,0,1012,0
12/07/2022,6691,568,1712,2658,0,1368,0
12/07/2022,9598,675,1774,1836,0,2304,0
13/07/2022,6352,606,1299,3850,0,2201,0
13/07/2022,5812,585,1851,1936,0,1809,0
13/07/2022,9086,573,3366,1669,0,2724,0
13/07/2022,5387,329,3059,2980,0,2851,0
13/07/2022,9090,511,2961,1903,0,2443,0
13/07/2022,9886,364,1161,3862,0,2815,0
13/07/2022,9062,667,2563,3302,0,2921,0
13/07/2022,9349,356,3415,3183,0,1364,0
13/07/2022,9654,358,3939,2727,0,1590,0
13/07/2022,6448,578,2515,1514,0,1330,0
13/07/2022,6452,691,1887,2151,0,1319,0
13/07/2022,7351,568,1011,1085,0,1824,0
13/07/2022,8520,650,1528,1186,0,1401,0
13/07/2022,5607,633,3872,2185,0,2423,0
14/07/2022,9079,509,3999,1270,0,2021,0
14/07/2022,9256,475,1985,1949,0,1840,0
14/07/2022,7617,300,2858,1479,0,2945,0
14/07/2022,8907,309,1494,3880,0,2668,0
14/07/2022,9028,417,3767,2768,0,1518,0
14/07/2022,5844,616,3607,3026,0,1431,0
14/07/2022,7474,603,3592,2851,0,1333,0
14/07/2022,5409,409,2761,1560,0,2336,0
14/07/2022,6297,404,3601,2470,0,2119,0
14/07/2022,6687,418,3908,2403,0,2715,0
14/07/2022,7931,545,2630,1258,0,1694,0
14/07/2022,5459,387,1561,1527,0,2219,0
14/07/2022,5315,443,3060,2646,0,1814,0
14/07/2022,9653,588,3246,1523,0,2918,0
15/07/2022,8514,435,3127,1025,0,2999,0
15/07/2022,7177,469,2583,1167,0,2080,0
15/07/2022,6308,336,3787,3374,0,1073,0
15/07/2022,8879,326,2572,1036,0,2431,0
15/07/2022,5524,340,2990,2524,0,1991,0
15/07/2022,5174,386,3693,1585,0,2286,0
15/07/2022,6662,624,2938,1538,0,1389,0
15/07/2022,8849,389,2018,1258,0,1523,0
15/07/2022,6923,592,2301,1791,0,2949,0
15/07/2022,5788,368,2465,1324,0,2860,0
15/07/2022,9521,390,1072,1361,0,2150,0
15/07/2022,8830,459,1090,3875,0,2883,0
15/07/2022,9549,377,1364,3115,0,2476,0
15/07/2022,9519,359,3725,3060,0,1254,0
15/07/2022,8155,502,1988,1937,0,2790,0
16/07/2022,6474,325,3492,3849,0,1403,0
16/07/2022,9007,468,1652,1732,0,1480,0
16/07/2022,7306,512,3016,1589,0,2510,0
16/07/2022,9557,315,1439,1694,0,1718,0
16/07/2022,7745,534,1571,1040,0,2863,0
16/07/2022,6586,678,3757,2127,0,1476,0
16/07/2022,6528,634,1191,1534,0,2621,0
16/07/2022,9551,546,2334,3183,0,2753,0
16/07/2022,7380,341,2762,1724,0,2692,0
16/07/2022,7432,660,3875,3777,0,2079,0
16/07/2022,8600,318,3561,3282,0,1674,0
16/07/2022,7337,404,1709,1658,0,1723,0
16/07/2022,5912,318,3211,1330,0,1824,0
16/07/2022,6624,387,2516,3367,0,2902,0
17/07/2022,8603,452,3073,2742,0,2303,0
17/07/2022,6572,421,3375,1324,0,2473,0
17/07/2022,7979,655,1135,2657,0,1270,0
17/07/2022,8559,565,3540,1918,0,1089,0
17/07/2022,6560,374,3588,1271,0,2036,0
17/07/2022,6850,330,1270,2182,0,1565,0
17/07/2022,8997,354,3206,1980,0,1237,0
17/07/2022,6342,589,2278,1316,0,1566,0
17/07/2022,9448,649,1918,2515,0,2116,0
17/07/2022,9094,535,2920,3947,0,1988,0
17/07/2022,5759,303,3587,2746,0,2640,0
17/07/2022,8980,401,2956,3525,0,2491,0
17/07/2022,9232,319,3446,2644,0,1191,0
17/07/2022,9573,694,3145,3137,0,1277,0
18/07/2022,7775,427,1215,1932,0,2988,0
18/07/2022,6357,451,1520,3526,0,2648,0
18/07/2022,5821,653,1507,2212,0,1108,0
18/07/2022,7739,381,2543,2417,0,2308,0
18/07/2022,7831,657,2243,2609,0,1953,0
18/07/2022,6834,336,1878,3358,0,2514,0
18/07/2022,5169,521,1422,1703,0,1539,0
18/07/2022,8768,610,3032,3864,0,2679,0
18/07/2022,8307,482,2820,1161,0,2408,0
18/07/2022,9547,492,2252,3556,0,2947,0
18/07/2022,9798,322,3633,1760,0,1317,0
18/07/2022,7636,612,2846,2705,0,1295,0
18/07/2022,7718,578,1411,1979,0,2081,0
18/07/2022,7996,599,1130,1240,0,1410,0
18/07/2022,9687,487,1792,3124,0,2456,0
19/07/2022,7274,623,3226,1927,0,1017,0
19/07/2022,8994,313,3967,1473,0,1534,0
19/07/2022,5254,600,1760,3360,0,1945,0
19/07/2022,7871,641,2081,2230,0,2750,0
19/07/2022,6733,593,2172,1186,0,2628,0
19/07/2022,9538,326,3234,2285,0,1451,0
19/07/2022,7163,496,3966,3273,0,2070,0
19/07/2022,8946,444,2059,2862,0,1269,0
19/07/2022,5265,570,2093,1733,0,1699,0
19/07/2022,7479,413,3500,1226,0,1063,0
19/07/2022,9412,695,2699,2701,0,2385,0
19/07/2022,6969,301,2072,2022,0,1518,0
19/07/2022,7538,371,3412,3237,0,2125,0
19/07/2022,7919,493,2235,3399,0,1768,0
19/07/2022,5077,552,3960,1197,0,1739,0
20/07/2022,8480,402,2307,3278,0,1979,0
20/07/2022,7890,365,3188,3177,0,1907,0
20/07/2022,8533,528,1218,3244,0,1388,0
20/07/2022,6301,677,2946,3868,0,1436,0
20/07/2022,7604,322,2021,1791,0,2967,0
20/07/2022,6578,497,2178,1836,0,2509,0
20/07/2022,7795,414,2077,3305,0,2909,0
20/07/2022,6917,670,2884,1788,0,2514,0
20/07/2022,8871,660,1946,1749,0,1204,0
20/07/2022,7983,687,1276,3064,0,2854,0
20/07/2022,9960,332,1773,2716,0,2156,0
20/07/2022,6216,609,2629,2203,0,1006,0
20/07/2022,7620,372,2581,3434,0,1174,0
20/07/2022,5484,571,1405,3277,0,1538,0
20/07/2022,9933,610,2353,3427,0,2534,0
21/07/2022,5922,689,3073,3092,0,2747,0
21/07/2022,5826,548,2274,1270,0,1859,0
21/07/2022,9313,591,1284,3082,0,2557,0
21/07/2022,7439,396,3139,3827,0,1794,0
21/07/2022,5798,606,1313,3592,0,2425,0
21/07/2022,8181,474,2860,3598,0,2999,0
21/07/2022,9637,540,3059,2533,0,2448,0
21/07/2022,8390,531,3118,3261,0,1159,0
21/07/2022,8044,649,3179,3551,0,2921,0
21/07/2022,7999,391,1119,2032,0,1128,0
21/07/2022,7805,625,2739,3940,0,1088,0
21/07/2022,8695,516,3971,2457,0,1500,0
21/07/2022,5931,570,2145,3431,0,1799,0
21/07/2022,6103,522,3291,1167,0,1894,0
21/07/2022,9038,526,3116,2117,0,1082,0
22/07/2022,6857,419,1254,1071,0,1972,0
22/07/2022,9824,665,2492,3496,0,1811,0
22/07/2022,7327,546,3771,3388,0,1511,0
22/07/2022,7385,427,2978,2351,0,1245,0
22/07/2022,8054,592,1213,3311,0,2223,0
22/07/2022,9100,343,2784,1981,0,3000,0
22/07/2022,7947,632,3853,2093,0,1398,0
22/07/2022,5114,330,1203,1006,0,2283,0
22/07/2022,6622,651,1528,2119,0,1032,0
22/07/2022,7796,361,3736,1976,0,1660,0
22/07/2022,5126,321,2329,3042,0,1450,0
22/07/2022,6399,364,3653,1066,0,1326,0
22/07/2022,6776,596,1590,2837,0,2144,0
22/07/2022,5948,569,2251,2938,0,1503,0
22/07/2022,8306,307,2560,2622,0,2158,0
23/07/2022,8511,641,1699,3726,0,1786,0
23/07/2022,8125,656,3839,3356,0,2544,0
23/07/2022,8463,644,1283,2521,0,1315,0
23/07/2022,8974,604,3979,2332,0,2089,0
23/07/2022,5962,472,2936,3102,0,2708,0
23/07/2022,7680,424,2877,3858,0,2376,0
23/07/2022,8946,387,2055,3983,0,1849,0
23/07/2022,5071,318,1623,2530,0,1282,0
23/07/2022,6410,388,3321,2175,0,2590,0
23/07/2022,9006,469,2719,1373,0,2401,0
23/07/2022,5569,534,1012,1426,0,1338,0
23/07/2022,9504,534,1144,2773,0,2076,0
23/07/2022,6016,644,3982,3400,0,1895,0
23/07/2022,8800,404,1481,1881,0,1997,0
24/07/2022,6932,340,1676,2695,0,2707,0
24/07/2022,6317,598,2484,3252,0,2896,0
24/07/2022,7732,481,3235,1843,0,2999,0
24/07/2022,5265,363,1530,3782,0,1284,0
24/07/2022,7018,445,2463,2757,0,1609,0
24/07/2022,5291,308,1172,3527,0,2797,0
24/07/2022,7978,349,1653,3000,0,2115,0
24/07/2022,9054,446,1384,1126,0,1726,0
24/07/2022,8488,530,3786,2332,0,2837,0
24/07/2022,9716,681,3681,3579,0,1169,0
24/07/2022,5375,662,3394,2105,0,2810,0
24/07/2022,7031,637,1276,1518,0,2485,0
24/07/2022,8770,526,1791,3216,0,2566,0
25/07/2022,7147,527,1246,3013,0,2538,0
25/07/2022,5266,512,1016,1764,0,1752,0
25/07/2022,5478,649,3817,2652,0,1332,0
25/07/2022,9452,533,3926,1879,0,2015,0
25/07/2022,9310,436,2085,2477,0,1795,0
25/07/2022,5650,494,3507,1064,0,1331,0
25/07/2022,7072,582,1714,1442,0,1323,0
25/07/2022,9655,341,2361,1051,0,1519,0
25/07/2022,9307,659,2618,3473,0,1655,0
25/07/2022,9102,554,1208,3746,0,2315,0
25/07/2022,8240,567,1178,1923,0,2529,0
25/07/2022,6000,369,3601,3231,0,2475,0
25/07/2022,8826,383,3041,2315,0,1759,0
26/07/2022,9944,510,1631,3418,0,1531,0
26/07/2022,5574,478,3826,3211,0,2933,0
26/07/2022,7199,406,3113,1671,0,2505,0
26/07/2022,7287,575,2136,1030,0,2925,0
26/07/2022,5673,674,1280,2787,0,2666,0
26/07/2022,5200,693,2687,3404,0,2541,0
26/07/2022,5560,444,2187,1779,0,1711,0
26/07/2022,9847,531,3840,2107,0,2932,0
26/07/2022,8400,516,3856,3749,0,2642,0
26/07/2022,8166,302,2345,3930,0,1309,0
26/07/2022,9235,352,2507,2747,0,2401,0
26/07/2022,7080,654,3521,1126,0,2219,0
26/07/2022,7126,507,3204,3730,0,1026,0
26/07/2022,5656,472,2406,2747,0,1605,0
27/07/2022,8400,577,1665,2346,0,2246,0
27/07/2022,5789,330,2715,2830,0,1588,0
27/07/2022,9880,669,1993,2013,0,2834,0
27/07/2022,9271,630,1518,3091,0,2560,0
27/07/2022,5804,411,1656,2304,0,2993,0
27/07/2022,8266,632,2112,2935,0,2790,0
27/07/2022,7558,680,2124,2663,0,1486,0
27/07/2022,7729,466,2597,1859,0,2921,0
27/07/2022,6918,408,2235,3174,0,1958,0
27/07/2022,7690,612,1381,2717,0,1559,0
27/07/2022,9044,351,2664,2055,0,2605,0
27/07/2022,6438,347,1264,3671,0,1858,0
27/07/2022,9921,483,1680,3755,0,1603,0
27/07/2022,6872,446,3134,1912,0,2153,0
28/07/2022,6088,464,1024,1963,0,1568,0
28/07/2022,6416,673,2228,2351,0,1893,0
28/07/2022,5167,471,1573,2898,0,1595,0
28/07/2022,8763,528,1899,3840,0,1155,0
28/07/2022,7132,341,2405,1863,0,1718,0
28/07/2022,8098,487,2314,3620,0,1469,0
28/07/2022,8210,655,1726,1750,0,1754,0
28/07/2022,6537,573,2612,1395,0,1811,0
28/07/2022,9227,353,2167,2226,0,1089,0
28/07/2022,9013,518,1419,2206,0,1928,0
28/07/2022,8651,357,3574,3848,0,2903,0
28/07/2022,6473,413,2526,2578,0,1082,0
28/07/2022,8874,397,1441,2408,0,1524,0
28/07/2022,7562,304,3455,1805,0,1536,0
29/07/2022,8476,668,2453,2130,0,1392,0
29/07/2022,7293,580,2290,3867,0,1458,0
29/07/2022,8854,502,3260,1890,0,2794,0
29/07/2022,9776,575,3010,2913,0,1330,0
29/07/2022,8491,607,1412,2963,0,1059,0
29/07/2022,9999,623,2792,1602,0,2681,0
29/07/2022,9560,657,3141,2677,0,2362,0
29/07/2022,5884,663,3001,1237,0,2226,0
29/07/2022,6646,579,1460,1346,0,2249,0
29/07/2022,5084,518,3514,2815,0,1037,0
29/07/2022,9209,530,1826,2039,0,1271,0
29/07/2022,7274,694,1852,2044,0,1890,0
29/07/2022,5006,559,1080,1915,0,1291,0
29/07/2022,6925,683,1028,1744,0,1898,0
30/07/2022,5883,435,3378,3441,0,1898,0
30/07/2022,8668,408,2777,3757,0,2921,0
30/07/2022,8742,448,3405,2698,0,2401,0
30/07/2022,8045,529,3956,1808,0,1479,0
30/07/2022,7170,673,2439,3708,0,2179,0
30/07/2022,8170,554,3388,2506,0,1575,0
30/07/2022,9273,374,2497,1062,0,1917,0
30/07/2022,7008,646,2307,1039,0,1182,0
30/07/2022,8079,605,1716,3140,0,2620,0
30/07/2022,7400,525,1561,1898,0,2532,0
30/07/2022,7511,377,3517,3660,0,2485,0
30/07/2022,6515,474,2804,2805,0,1022,0
30/07/2022,6857,636,2240,2226,0,1097,0
31/07/2022,6772,445,3993,2174,0,2589,0
31/07/2022,5495,333,2423,1880,0,2694,0
31/07/2022,9924,497,3052,1203,0,2360,0
31/07/2022,9504,401,2038,3293,0,2602,0
31/07/2022,8148,676,1638,3339,0,1439,0
31/07/2022,5946,393,2335,3230,0,1726,0
31/07/2022,8827,619,1267,1399,0,2801,0
31/07/2022,8165,428,1313,1880,0,1975,0
31/07/2022,7040,601,2509,1749,0,2846,0
31/07/2022,7175,540,1135,3318,0,2408,0
31/07/2022,6608,602,1684,2782,0,2010,0
31/07/2022,9676,302,2407,3220,0,1038,0
31/07/2022,6242,453,3387,3469,0,1243,0
01/08/2022,7802,568,1454,2199,0,2364,0
01/08/2022,7349,562,1661,1643,0,1365,0
01/08/2022,6001,620,3248,3857,0,2142,0
01/08/2022,9189,627,2144,1512,0,2465,0
01/08/2022,9532,304,3756,2228,0,2062,0
01/08/2022,7891,647,1468,3530,0,1252,0
01/08/2022,9914,490,3156,1983,0,1177,0
01/08/2022,7877,410,1508,3132,0,1379,0
01/08/2022,8494,314,1841,1065,0,2077,0
01/08/2022,6028,571,2368,2564,0,2014,0
01/08/2022,5476,671,1984,3331,0,1007,0
01/08/2022,5356,306,2160,3283,0,2977,0
01/08/2022,8021,389,2894,3560,0,2669,0
01/08/2022,6443,618,1055,2876,0,1629,0
02/08/2022,7782,540,2645,2271,0,1731,0
02/08/2022,9247,464,2216,3710,0,1340,0
02/08/2022,9104,635,2683,1935,0,2786,0
02/08/2022,6835,594,1659,1071,0,2937,0
02/08/2022,7028,432,1426,1604,0,2536,0
02/08/2022,9826,483,1814,2782,0,1118,0
02/08/2022,9155,309,2441,1715,0,2147,0
02/08/2022,9919,458,2276,3373,0,1009,0
02/08/2022,7033,681,2528,3624,0,1173,0
02/08/2022,6105,369,2859,3492,0,1127,0
02/08/2022,5324,578,2304,2516,0,1182,0
02/08/2022,9445,602,3010,3446,0,2667,0
02/08/2022,8251,623,1453,1997,0,1713,0
02/08/2022,8570,652,1862,2760,0,2268,0
03/08/2022,6560,560,1112,1880,0,1277,0
03/08/2022,6371,529,1305,1541,0,2015,0
03/08/2022,9688,543,2357,3040,0,1371,0
03/08/2022,8646,366,1495,2764,0,1673,0
03/08/2022,9130,595,2602,1965,0,1839,0
03/08/2022,9152,415,2195,2498,0,1440,0
03/08/2022,7667,599,3786,2765,0,1092,0
03/08/2022,6451,607,3207,2318,0,2155,0
03/08/2022,8674,595,2795,3155,0,2437,0
03/08/2022,9647,657,1526,1752,0,1106,0
03/08/2022,7773,304,2121,3496,0,2711,0
03/08/2022,7539,430,2945,3306,0,2199,0
03/08/2022,9810,396,3503,1822,0,1002,0
03/08/2022,9968,379,1433,3386,0,1705,0
03/08/2022,7230,627,2346,3502,0,2015,0
04/08/2022,6695,664,2811,1780,0,2752,0
04/08/2022,8946,618,2766,2121,0,2922,0
04/08/2022,7516,531,3493,3337,0,1707,0
04/08/2022,5559,651,2625,3406,0,1799,0
04/08/2022,5787,538,2209,3746,0,1871,0
04/08/2022,6451,649,1584,2376,0,2094,0
04/08/2022,6868,479,2786,1026,0,2916,0
04/08/2022,9325,501,1802,1494,0,2670,0
04/08/2022,9740,603,3711,2418,0,2607,0
04/08/2022,6919,621,1056,1255,0,2681,0
04/08/2022,8147,568,2420,1511,0,1303,0
04/08/2022,7528,623,1810,1736,0,1266,0
04/08/2022,5875,358,2064,3755,0,2651,0
04/08/2022,7571,533,1433,1271,0,1839,0
05/08/2022,5481,391,2166,2437,0,2706,0
05/08/2022,8945,656,2923,3804,0,1074,0
05/08/2022,9011,579,2093,1597,0,2157,0
05/08/2022,6825,609,3186,2556,0,1174,0
05/08/2022,5965,346,1124,3418,0,1224,0
05/08/2022,7610,325,1066,2400,0,2503,0
05/08/2022,6251,631,2165,1957,0,2710,0
05/08/2022,6810,421,3459,3817,0,2720,0
05/08/2022,5088,356,2360,1891,0,1677,0
05/08/2022,7304,582,3931,3601,0,1489,0
05/08/2022,6753,371,1183,2248,0,2737,0
05/08/2022,9704,369,1882,3725,0,1156,0
05/08/2022,6453,320,3080,2426,0,2178,0
05/08/2022,7664,396,2204,2568,0,1015,0
06/08/2022,9367,394,3486,1857,0,1017,0
06/08/2022,6432,368,3986,1968,0,2418,0
06/08/2022,8810,487,3974,1083,0,2117,0
06/08/2022,7343,391,3821,3391,0,1900,0
06/08/2022,7636,306,1227,1409,0,2751,0
06/08/2022,6344,365,2469,2435,0,2698,0
06/08/2022,9871,684,3961,3510,0,2014,0
06/08/2022,9530,442,2698,2817,0,2780,0
06/08/2022,9470,456,3053,2942,0,1010,0
06/08/2022,9150,657,1936,2015,0,1652,0
06/08/2022,7326,505,3044,1690,0,2184,0
06/08/2022,6595,583,1915,2548,0,1473,0
06/08/2022,9324,301,1575,2988,0,2298,0
07/08/2022,6351,682,3614,3698,0,2581,0
07/08/2022,9717,536,1265,3701,0,1174,0
07/08/2022,8874,485,1613,1772,0,1669,0
07/08/2022,6852,432,1823,1674,0,2221,0
07/08/2022,6367,335,2384,2306,0,2307,0
07/08/2022,8017,524,1852,2433,0,1153,0
07/08/2022,7673,580,1413,2021,0,1755,0
07/08/2022,7938,334,2143,2351,0,2081,0
07/08/2022,8129,602,1587,3065,0,2033,0
07/08/2022,9234,312,3558,3619,0,1869,0
07/08/2022,5180,621,1647,3568,0,2389,0
07/08/2022,7148,382,3746,1925,0,1923,0
07/08/2022,9147,541,2079,3109,0,2795,0
08/08/2022,7535,655,1286,3673,0,1011,0
08/08/2022,6311,549,2688,1542,0,1052,0
08/08/2022,8460,578,2621,2795,0,2207,0
08/08/2022,7654,465,1508,3409,0,2594,0
08/08/2022,7080,657,3743,1923,0,2787,0
08/08/2022,8354,632,1053,2732,0,2068,0
08/08/2022,7879,679,3714,2903,0,2126,0
08/08/2022,9288,436,2367,1047,0,1029,0
08/08/2022,9099,434,1719,1892,0,1377,0
08/08/2022,5518,433,3447,3989,0,2249,0
08/08/2022,8520,337,1393,2291,0,1255,0
08/08/2022,8542,637,1413,2590,0,2214,0
08/08/2022,6501,582,3258,1820,0,2894,0
08/08/2022,9285,436,3550,1055,0,1409,0
09/08/2022,7721,533,3748,3654,0,1705,0
09/08/2022,8532,612,1661,1959,0,2380,0
09/08/2022,7586,600,1690,2077,0,2759,0
09/08/2022,9052,315,1396,2089,0,2438,0
09/08/2022,9418,595,1033,1710,0,2322,0
09/08/2022,9026,382,2680,2291,0,1646,0
09/08/2022,6150,526,1113,1385,0,1913,0
09/08/2022,5717,512,3038,3347,0,1484,0
09/08/2022,7953,638,3131,3541,0,1530,0
09/08/2022,5416,357,2980,2836,0,1461,0
09/08/2022,7077,486,2403,1962,0,2616,0
09/08/2022,8852,568,3013,2019,0,1652,0
09/08/2022,5081,517,3930,3634,0,2047,0
09/08/2022,8477,564,2215,1562,0,1562,0
09/08/2022,9838,438,3137,2594,0,2024,0
10/08/2022,8682,388,1459,2858,0,2845,0
10/08/2022,8735,410,1434,2005,0,1332,0
10/08/2022,7742,617,1263,2456,0,1900,0
10/08/2022,5820,540,1525,3725,0,2787,0
10/08/2022,9956,455,2707,1716,0,1900,0
10/08/2022,5260,301,2807,1572,0,2641,0
10/08/2022,7500,608,1390,1930,0,2531,0
10/08/2022,9153,458,3919,1906,0,1007,0
10/08/2022,5022,412,2886,2832,0,1514,0
10/08/2022,8006,397,2256,1148,0,2553,0
10/08/2022,7487,451,3191,1777,0,2023,0
10/08/2022,7191,494,3310,2492,0,2023,0
10/08/2022,7440,317,1980,3534,0,2692,0
10/08/2022,7648,616,3843,3462,0,2757,0
11/08/2022,8213,540,2931,2279,0,1824,0
11/08/2022,9498,501,2509,3007,0,1992,0
11/08/2022,5916,605,1604,3679,0,1225,0
11/08/2022,5693,395,2427,1692,0,2419,0
11/08/2022,8118,430,1448,3146,0,1872,0
11/08/2022,5993,627,2466,2341,0,1929,0
11/08/2022,6312,412,3457,3821,0,2074,0
11/08/2022,7333,488,2583,1904,0,2175,0
11/08/2022,9277,699,2455,2186,0,2485,0
11/08/2022,7818,680,3067,2640,0,2992,0
11/08/2022,6688,695,2458,2569,0,2464,0
11/08/2022,5144,301,2784,2514,0,1003,0
11/08/2022,9595,666,2757,3718,0,1918,0
11/08/2022,9850,320,3440,1143,0,1618,0
12/08/2022,5303,478,2047,2643,0,2912,0
12/08/2022,5953,319,3707,3265,0,1198,0
12/08/2022,9945,680,2715,2481,0,2160,0
12/08/2022,7023,336,2103,2927,0,1404,0
12/08/2022,8644,648,3132,1574,0,2500,0
12/08/2022,7914,672,3932,1300,0,1819,0
12/08/2022,8056,518,3168,1016,0,2382,0
12/08/2022,5551,450,2020,3081,0,2041,0
12/08/2022,7203,621,2477,1478,0,2654,0
12/08/2022,7809,626,3238,2193,0,2995,0
12/08/2022,5742,487,2878,3894,0,2866,0
12/08/2022,7921,313,2201,1208,0,2047,0
12/08/2022,7626,355,3427,3885,0,1158,0
12/08/2022,9994,537,3232,1878,0,1331,0
13/08/2022,8135,323,3896,3351,0,2672,0
13/08/2022,8620,352,2621,1685,0,2161,0
13/08/2022,6197,408,2408,1886,0,1156,0
13/08/2022,7860,654,2043,2924,0,1102,0
13/08/2022,6599,602,1596,2830,0,1203,0
13/08/2022,9294,621,3092,2428,0,2728,0
13/08/2022,5636,459,3198,3812,0,2121,0
13/08/2022,8226,339,2504,3138,0,2467,0
13/08/2022,9475,572,3672,3041,0,2179,0
13/08/2022,5367,304,3761,3862,0,1324,0
13/08/2022,9041,529,3561,3787,0,1872,0
13/08/2022,6288,593,3178,3761,0,2341,0
13/08/2022,8196,523,1273,2191,0,1552,0
13/08/2022,7619,500,3303,2544,0,2757,0
14/08/2022,8511,481,3235,2557,0,2299,0
14/08/2022,6418,550,1509,3451,0,2542,0
14/08/2022,5912,593,2682,3973,0,2130,0
14/08/2022,6874,543,1298,1493,0,2181,0
14/08/2022,6901,538,3567,2925,0,2948,0
14/08/2022,9347,665,1278,1259,0,2097,0
14/08/2022,8199,617,2025,1151,0,2699,0
14/08/2022,5117,669,3753,1159,0,2395,0
14/08/2022,8876,618,2515,2536,0,1778,0
14/08/2022,7046,418,3592,2080,0,2000,0
14/08/2022,9500,541,1819,1372,0,1153,0
14/08/2022,7060,674,2537,2620,0,2752,0
14/08/2022,7888,465,1551,2127,0,1433,0
14/08/2022,7811,350,2446,3885,0,1706,0
14/08/2022,9137,530,1579,1366,0,1823,0
15/08/2022,6015,470,2035,1156,0,1028,0
15/08/2022,6313,307,1891,3727,0,2428,0
15/08/2022,9698,454,2170,1503,0,1410,0
15/08/2022,6912,556,3504,2394,0,2907,0
15/08/2022,6247,363,2113,4000,0,1283,0
15/08/2022,7861,647,2192,3976,0,1188,0
15/08/2022,6372,659,1450,2231,0,2028,0
15/08/2022,6300,453,1751,3769,0,2615,0
15/08/2022,8731,622,1568,2767,0,2452,0
15/08/2022,7470,550,2581,2995,0,1947,0
15/08/2022,7266,640,1753,2632,0,2460,0
15/08/2022,8713,569,3543,2225,0,1481,0
15/08/2022,9470,350,2445,3937,0,2778,0
15/08/2022,9716,349,3105,3663,0,2150,0
15/08/2022,8806,502,2241,3073,0,2431,0
16/08/2022,5297,426,3659,2159,0,1498,0
16/08/2022,8417,441,1127,2440,0,1268,0
16/08/2022,8701,362,3370,3850,0,2091,0
16/08/2022,7046,675,2384,1046,0,2930,0
16/08/2022,9573,542,3850,3763,0,2271,0
16/08/2022,5071,678,2866,1650,0,2753,0
16/08/2022,8914,311,2958,3699,0,1704,0
16/08/2022,8414,316,1142,2261,0,2154,0
16/08/2022,9950,533,1079,2742,0,1977,0
16/08/2022,6984,595,3731,2898,0,2180,0
